servers,seed,method,method_key,source,mean_completion_time_s,p95_completion_time_s,cache_hit_rate,remote_loading_rate,inference_ms_per_decision,selected_checkpoint_episode
5,51,DAOC,daoc_paper,p12_retrained,1.0331187005042373,1.1031807693945577,0.12698778735632185,0.8730122126436781,0.15445853638103604,26000
5,51,OUR-DQN,our_flat_ddqn,p12_retrained,1.0588152870120586,1.2051810912954681,0.2232160344827586,0.7767839655172414,0.0983404976314709,10500
5,51,CoordCache-DiscreteSAC,coord_cache_discrete_sac,p12_retrained,0.9999069238916026,1.0234566837584094,0.11884666666666668,0.8811533333333333,0.3816230048068137,10500
5,51,OUR,lean_our,p12_retrained,0.9939958477884459,1.0398551103192935,0.3097881896551724,0.6902118103448277,1.5264991252467417,10500
5,52,DAOC,daoc_paper,p12_retrained,1.1240120906523576,1.3241655048840983,0.13766566091954024,0.8623343390804596,0.13963136146579175,26000
5,52,OUR-DQN,our_flat_ddqn,p12_retrained,1.037320691538674,1.1623568853978008,0.21380474137931033,0.7861952586206895,0.09916120193197175,10500
5,52,CoordCache-DiscreteSAC,coord_cache_discrete_sac,p12_retrained,0.9886100667283217,1.0173970625232278,0.14810732758620687,0.8518926724137931,0.29841170248425475,10500
5,52,OUR,lean_our,p12_retrained,1.0239608778459295,1.1396762395411217,0.2568704022988506,0.7431295977011493,0.8449282846886171,10500
5,53,DAOC,daoc_paper,p12_retrained,1.1938130533815319,1.5530309083913365,0.100351091954023,0.8996489080459773,0.1703225299365696,26000
5,53,OUR-DQN,our_flat_ddqn,p12_retrained,1.1248531789296587,1.3397275121235408,0.3244804022988506,0.6755195977011494,0.08757975927571131,10500
5,53,CoordCache-DiscreteSAC,coord_cache_discrete_sac,p12_retrained,1.1656829824472459,1.4210051134801207,0.1322825287356322,0.8677174712643678,0.15037220199868895,10500
5,53,OUR,lean_our,p12_retrained,1.1466834611563153,1.3812943628794914,0.3275039367816093,0.6724960632183907,0.9101763855792793,10500
10,51,DAOC,daoc_paper,reused,0.7843615164831899,1.1420173576222354,0.3101599137931034,0.6898400862068965,0.022199805128519743,26000
10,51,OUR-DQN,our_flat_ddqn,reused,0.4521517331267762,0.7246129488094113,0.3204655172413793,0.6795344827586208,0.04412909365097264,10500
10,51,CoordCache-DiscreteSAC,coord_cache_discrete_sac,reused,0.3888858920865922,0.6241984553799049,0.34736408045977,0.6526359195402298,0.13634753967168833,10500
10,51,OUR,lean_our,reused,0.34780913803543373,0.580245206155054,0.6141486206896551,0.3858513793103448,0.1704272140581845,10500
10,52,DAOC,daoc_paper,reused,0.6538489777767886,0.8836639269738435,0.1834903735632184,0.8165096264367817,0.021119246357283655,26000
10,52,OUR-DQN,our_flat_ddqn,reused,0.3806975137282542,0.6363967518445823,0.24143448275862067,0.7585655172413793,0.03765115559931671,10500
10,52,CoordCache-DiscreteSAC,coord_cache_discrete_sac,reused,0.3119664711044276,0.47682575758606277,0.35507310344827586,0.6449268965517241,0.1447580939554325,10500
10,52,OUR,lean_our,reused,0.29396885254601385,0.4995868716547236,0.45361025862068965,0.5463897413793104,0.19398604280542572,12000
10,53,DAOC,daoc_paper,reused,0.9851647496610141,1.2977599575155778,0.20121856321839082,0.7987814367816091,0.021607684964659,26000
10,53,OUR-DQN,our_flat_ddqn,reused,0.5137891259848607,0.7188282026205112,0.33741540229885053,0.6625845977011495,0.07154341937668506,10500
10,53,CoordCache-DiscreteSAC,coord_cache_discrete_sac,reused,0.43016984717103846,0.557843818160495,0.49867795977011503,0.501322040229885,0.16165916786662599,10500
10,53,OUR,lean_our,reused,0.4223310677536375,0.5473404514573024,0.5834802011494253,0.4165197988505747,0.21207569247439853,10500
15,51,DAOC,daoc_paper,p12_retrained,0.4191481729022057,0.6359923775637197,0.20369643678160923,0.7963035632183907,0.13370445780464765,26000
15,51,OUR-DQN,our_flat_ddqn,p12_retrained,0.26154483446350024,0.43017678953248045,0.329431091954023,0.6705689080459769,0.10824559514464988,10500
15,51,CoordCache-DiscreteSAC,coord_cache_discrete_sac,p12_retrained,0.22420320342449326,0.427507212394283,0.4085199425287357,0.5914800574712643,0.398483780210148,11000
15,51,OUR,lean_our,p12_retrained,0.21161072980423398,0.49093608773732084,0.6593593678160918,0.34064063218390805,1.2456462463892222,10500
15,52,DAOC,daoc_paper,p12_retrained,0.7580609033003601,0.9796712080067022,0.20303931034482756,0.7969606896551725,0.1297907506411724,26000
15,52,OUR-DQN,our_flat_ddqn,p12_retrained,0.2827186101019202,0.49206172302228246,0.24306204022988503,0.7569379597701151,0.10508017589165342,10500
15,52,CoordCache-DiscreteSAC,coord_cache_discrete_sac,p12_retrained,0.227385355080701,0.5193948076415918,0.4074597988505747,0.5925402011494253,0.3043425515124169,11000
15,52,OUR,lean_our,p12_retrained,0.19141768140048568,0.5103254253182484,0.6363857183908046,0.3636142816091954,0.6501012110506484,10500
15,53,DAOC,daoc_paper,p12_retrained,0.49206380814131906,0.7281002456423553,0.24762488505747132,0.7523751149425288,0.14208517086570552,26000
15,53,OUR-DQN,our_flat_ddqn,p12_retrained,0.3202392131215766,0.5146431696147004,0.26324198275862076,0.7367580172413796,0.07630079069893725,10500
15,53,CoordCache-DiscreteSAC,coord_cache_discrete_sac,p12_retrained,0.2660071284992432,0.543202653525301,0.47278905172413793,0.527210948275862,0.14581823442204542,10500
15,53,OUR,lean_our,p12_retrained,0.1942654120360508,0.43023150493967394,0.6665371264367814,0.33346287356321835,0.411025733505195,10500
20,51,DAOC,daoc_paper,p12_retrained,0.5285584171167891,0.822962288477709,0.21421988505747122,0.7857801149425288,0.15757597721838987,26000
20,51,OUR-DQN,our_flat_ddqn,p12_retrained,0.3148832318577428,0.5957398614878278,0.3091849712643679,0.6908150287356319,0.08370881831972098,10500
20,51,CoordCache-DiscreteSAC,coord_cache_discrete_sac,p12_retrained,0.25885802878399694,0.5404877286911813,0.36400772988505736,0.6359922701149425,0.4417838899400797,12000
20,51,OUR,lean_our,p12_retrained,0.17967032538093938,0.4516704771633174,0.5993018965517242,0.40069810344827594,0.8499198358671604,10500
20,52,DAOC,daoc_paper,p12_retrained,0.7290266122226063,1.0569282750824405,0.17601356321839082,0.8239864367816092,0.12885354617739028,26000
20,52,OUR-DQN,our_flat_ddqn,p12_retrained,0.24636311877684708,0.36291636014619444,0.2631423563218391,0.7368576436781609,0.11165198470535588,10500
20,52,CoordCache-DiscreteSAC,coord_cache_discrete_sac,p12_retrained,0.18294982765657522,0.4589058590666983,0.5570899137931035,0.44291008620689654,0.19131753347919464,10500
20,52,OUR,lean_our,p12_retrained,0.1482688088942038,0.41474883412343594,0.6326350287356322,0.3673649712643678,0.220706102517594,10500
20,53,DAOC,daoc_paper,p12_retrained,0.5472655840214632,0.812692369551362,0.1716908333333333,0.8283091666666665,0.15522100636969394,26000
20,53,OUR-DQN,our_flat_ddqn,p12_retrained,0.3183523137551433,0.4933015512442268,0.263057643678161,0.7369423563218391,0.04861768280569599,10500
20,53,CoordCache-DiscreteSAC,coord_cache_discrete_sac,p12_retrained,0.24742310395211498,0.4678701339855984,0.3589886494252873,0.6410113505747127,0.13157822582004297,10500
20,53,OUR,lean_our,p12_retrained,0.2148334553563569,0.5032871433524511,0.5671682183908046,0.4328317816091955,0.2808716761794887,10500
