setting,our_mean_finish_time,greedy_mean_finish_time,our_vs_greedy_improvement_percent,daoc_paper_mean_finish_time,our_vs_daoc_paper_improvement_percent,our_flat_ddqn_mean_finish_time,our_vs_our_flat_ddqn_improvement_percent,coord_cache_discrete_sac_mean_finish_time,our_vs_coord_cache_discrete_sac_improvement_percent
4,0.10042669250171558,0.47544057132554807,78.87713027482661,0.2551904826807645,60.64638012878156,0.1601828456660537,37.30496415884424,0.1255254968467304,19.994985063202773
6,0.13820192395702682,1.4899476998126342,90.72437750839133,0.5302088442650409,73.93443631658049,0.1942878034121598,28.867421665246304,0.15782009852054532,12.430720008050537
8,0.13372896462123404,1.3643730886917493,90.19850466638401,0.8548800370021512,84.35699059131292,0.24806076705799537,46.09023982016113,0.19996701871802783,33.124489489037
10,0.3547030194450283,1.958106960401351,81.88541143981608,0.8077917479736643,56.089794141275085,0.448879457613297,20.980340394503042,0.3770074034540194,5.916166049962302
