setting,our_mean_finish_time,greedy_mean_finish_time,our_vs_greedy_improvement_percent,daoc_paper_mean_finish_time,our_vs_daoc_paper_improvement_percent,our_flat_ddqn_mean_finish_time,our_vs_our_flat_ddqn_improvement_percent,coord_cache_discrete_sac_mean_finish_time,our_vs_coord_cache_discrete_sac_improvement_percent
0.5,0.21952925927804037,1.056675502597521,79.22453404679173,0.4445452922901382,50.61712201537346,0.2688895939725055,18.357101130329468,0.2293040118147398,4.2627917668517235
1.0,0.356685161906025,1.9601353667777202,81.80303422143838,0.8058881491352436,55.74011576063438,0.45390989173795343,21.419389971800218,0.37753567611147015,5.5227930828155385
2.0,0.6307991332680593,3.774095187645409,83.28608310322974,1.5919148958279585,60.37482060622473,0.8178079107440324,22.867078566876987,0.6770162998183032,6.826595838630133
4.0,1.1776270031578868,7.402014829380787,84.09045333868372,3.2454339199814606,63.71434353022926,1.5953582755915283,26.184166831037043,1.2708957457790901,7.338819327310542
