experiment,setting,method,display_name,seed,mean_finish_time,p95_finish_time,cache_hit_rate,remote_loading_rate,service_latency,waiting_latency
service_size,2.0,greedy,SA-Nearest,53,4.903365795683532,6.112487120539259,0.2991494252873564,0.7008505747126438,18.691581173844163,0.10353859901598286
service_size,2.0,daoc_paper,DAOC,51,1.4445495318548511,2.105904805655429,0.30328545977011495,0.6967145402298851,3.756173494283483,0.20328685259953957
service_size,2.0,daoc_paper,DAOC,52,1.2655994685277259,1.7040801876267992,0.18691617816091952,0.8130838218390803,5.998282014823186,0.1380453633228646
service_size,2.0,daoc_paper,DAOC,53,2.065595687101298,2.7198337919096236,0.22586758620689656,0.7741324137931035,6.227086004040762,0.1156986821443251
service_size,2.0,our_flat_ddqn,DDQN + DCC,51,0.8215578926945817,1.3838982637699773,0.29435956896551724,0.7056404310344828,2.548641927983243,0.139037024807724
service_size,2.0,our_flat_ddqn,DDQN + DCC,52,0.6947099846966678,1.128433749745725,0.2461980459770115,0.7538019540229887,3.642375947264305,0.14900686705546892
service_size,2.0,our_flat_ddqn,DDQN + DCC,53,0.9371558548408474,1.3471468009029506,0.33357272988505743,0.6664272701149424,2.8477088599761755,0.11251529200372543
service_size,2.0,coord_cache_discrete_sac,SAC + DCC,51,0.6680456582016476,1.113946964417723,0.3708836494252873,0.6291163505747127,2.2378260984388096,0.15230287501308723
service_size,2.0,coord_cache_discrete_sac,SAC + DCC,52,0.5816125483656501,0.9105173261289464,0.33879997126436784,0.6612000287356322,3.586787513568511,0.09574706632221436
service_size,2.0,coord_cache_discrete_sac,SAC + DCC,53,0.7813906928876122,1.0250650191064545,0.506100459770115,0.49389954022988497,2.365426093230895,0.07051251371476444
service_size,2.0,lean_our,OUR,51,0.5883506125999556,1.0822610054793758,0.6165825574712643,0.3834174425287356,1.8238423455268062,0.18490225857753098
service_size,2.0,lean_our,OUR,52,0.538715823882128,0.9457202330233889,0.44977022988505744,0.5502297701149425,3.108255410387576,0.09383624067923108
service_size,2.0,lean_our,OUR,53,0.7653309633220943,0.9927877956900099,0.5832606896551724,0.4167393103448277,2.2823029020966774,0.07063233908888561
service_size,4.0,greedy,SA-Nearest,51,7.241889456432313,10.237395028266603,0.3414827586206897,0.6585172413793103,24.28452259384205,0.16777595297328715
service_size,4.0,greedy,SA-Nearest,52,5.265277510315019,8.149284412588253,0.4159425287356322,0.5840574712643679,21.316285730440573,0.42641449820992233
service_size,4.0,greedy,SA-Nearest,53,9.698877521395028,12.063977500959913,0.2991494252873564,0.7008505747126438,37.38316234768833,0.10353859901598286
service_size,4.0,daoc_paper,DAOC,51,2.7598454968451858,4.038220967394296,0.29878459770114946,0.7012154022988506,7.462284368795276,0.19576726118833243
service_size,4.0,daoc_paper,DAOC,52,2.499692814030326,3.305137323250053,0.16808479885057473,0.8319152011494252,12.321975507752086,0.12653790946495408
service_size,4.0,daoc_paper,DAOC,53,4.476763449068872,5.5794773883508215,0.2201987356321839,0.7798012643678162,13.319318426322445,0.11306234285259231
service_size,4.0,our_flat_ddqn,DDQN + DCC,51,1.6761089557227529,2.716271264085066,0.26325077586206896,0.736749224137931,5.404426398397382,0.13525961082159982
service_size,4.0,our_flat_ddqn,DDQN + DCC,52,1.3271497016258016,2.1715397394383213,0.2493012931034483,0.7506987068965519,7.249687470180946,0.17984369412281773
service_size,4.0,our_flat_ddqn,DDQN + DCC,53,1.7828161694260307,2.606619167060984,0.32171089080459775,0.6782891091954022,5.692003190941308,0.11261897749197383
service_size,4.0,coord_cache_discrete_sac,SAC + DCC,51,1.2152814802736651,2.0390383467913273,0.3829444252873563,0.6170555747126437,4.349879412927997,0.15920788623422727
service_size,4.0,coord_cache_discrete_sac,SAC + DCC,52,1.121494090710333,1.8465191662581335,0.3288528735632184,0.6711471264367816,7.230569454003833,0.09205550581567849
service_size,4.0,coord_cache_discrete_sac,SAC + DCC,53,1.4759116663532725,1.9558226092662014,0.5160133333333334,0.48398666666666657,4.604400678160201,0.06864752010515138
service_size,4.0,lean_our,OUR,51,1.0794181785767551,2.16986509671675,0.6143414367816092,0.38565856321839087,3.6992364724599436,0.18559098676636512
service_size,4.0,lean_our,OUR,52,1.0119734146736397,1.8105973992431665,0.45091324712643677,0.5490867528735633,6.211706515939965,0.09726995880971101
service_size,4.0,lean_our,OUR,53,1.4414894162232659,1.8890294059532737,0.5868216091954023,0.4131783908045977,4.527393658745182,0.07090036178911979
