episode,method,segment,seed_count,mean_finish_time,ci95_lower,ci95_upper
2500,discrete_sac_std_cache,measured_full_horizon,10,1.6175502456655633,1.439039169612954,1.7960613217181725
3000,discrete_sac_std_cache,measured_full_horizon,10,1.596654851043873,1.407842813463206,1.78546688862454
3500,discrete_sac_std_cache,measured_full_horizon,10,1.5941361563104866,1.4101490937613197,1.7781232188596534
4000,discrete_sac_std_cache,measured_full_horizon,10,1.56348402261069,1.3864448189975025,1.7405232262238777
4500,discrete_sac_std_cache,measured_full_horizon,10,1.5970853354247037,1.442354866540402,1.7518158043090053
5000,discrete_sac_std_cache,measured_full_horizon,10,1.6255934014084445,1.4654706016322676,1.7857162011846215
5500,discrete_sac_std_cache,measured_full_horizon,10,1.5674640658506205,1.3100465810397828,1.8248815506614582
6000,discrete_sac_std_cache,measured_full_horizon,10,1.5378526342181555,1.2848621640854094,1.7908431043509017
6500,discrete_sac_std_cache,measured_full_horizon,10,1.5229221456704334,1.2686545196387478,1.777189771702119
7000,discrete_sac_std_cache,measured_full_horizon,10,1.5093114656863924,1.252388623205409,1.766234308167376
7500,discrete_sac_std_cache,measured_full_horizon,10,1.5034434651626483,1.246513303903214,1.7603736264220826
8000,discrete_sac_std_cache,measured_full_horizon,10,1.500381242776533,1.2429836206612326,1.7577788648918335
8500,discrete_sac_std_cache,measured_full_horizon,10,1.4958199321004289,1.236574031111444,1.7550658330894138
9000,discrete_sac_std_cache,measured_full_horizon,10,1.4987444114906068,1.238736988595064,1.7587518343861495
9500,discrete_sac_std_cache,measured_full_horizon,10,1.4962459059359436,1.2359585059856228,1.7565333058862644
10000,discrete_sac_std_cache,measured_full_horizon,10,1.5010697580869763,1.242993849883931,1.7591456662900216
10500,discrete_sac_std_cache,measured_full_horizon,10,1.4997022783815817,1.2394724008574822,1.759932155905681
11000,discrete_sac_std_cache,measured_full_horizon,10,1.499967051494962,1.2391988713673219,1.760735231622602
11500,discrete_sac_std_cache,measured_full_horizon,10,1.501018941014494,1.2396058392360811,1.762432042792907
12000,discrete_sac_std_cache,measured_full_horizon,10,1.5042941578751248,1.2453595773054744,1.7632287384447751
12500,discrete_sac_std_cache,measured_full_horizon,10,1.502189734638399,1.242350540632148,1.76202892864465
13000,discrete_sac_std_cache,measured_full_horizon,10,1.5050066150127477,1.2451450133711148,1.7648682166543805
13500,discrete_sac_std_cache,measured_full_horizon,10,1.5048999235903595,1.2466972625095145,1.7631025846712045
14000,discrete_sac_std_cache,measured_full_horizon,10,1.5049980038597046,1.247056557801182,1.7629394499182272
14500,discrete_sac_std_cache,measured_full_horizon,10,1.5058478820474233,1.2459764316186517,1.7657193324761948
15000,discrete_sac_std_cache,measured_full_horizon,10,1.5074199622807838,1.248414215806975,1.7664257087545925
15500,discrete_sac_std_cache,measured_full_horizon,10,1.50875386634655,1.2471046009587101,1.77040313173439
16000,discrete_sac_std_cache,measured_full_horizon,10,1.5090253321125775,1.2499176528701967,1.7681330113549583
16500,discrete_sac_std_cache,measured_full_horizon,10,1.513166139190226,1.2541450620127772,1.7721872163676748
17000,discrete_sac_std_cache,measured_full_horizon,10,1.5101068930199895,1.2512159602953812,1.7689978257445977
17500,discrete_sac_std_cache,measured_full_horizon,10,1.5143895101940097,1.254823977222536,1.7739550431654834
18000,discrete_sac_std_cache,measured_full_horizon,10,1.5150936096122567,1.2551700928649865,1.775017126359527
18500,discrete_sac_std_cache,measured_full_horizon,10,1.5165542213307155,1.2562694149770672,1.7768390276843637
19000,discrete_sac_std_cache,measured_full_horizon,10,1.518126640523251,1.2583673554271533,1.7778859256193487
19500,discrete_sac_std_cache,measured_full_horizon,10,1.51946546487714,1.2595302594846418,1.779400670269638
20000,discrete_sac_std_cache,measured_full_horizon,10,1.5191558482060468,1.260642507682491,1.7776691887296026
20500,discrete_sac_std_cache,measured_full_horizon,10,1.5199017429357382,1.262874495321798,1.7769289905496783
21000,discrete_sac_std_cache,measured_full_horizon,10,1.523110678378139,1.264692612814452,1.781528743941826
21500,discrete_sac_std_cache,measured_full_horizon,10,1.5258842740698129,1.2690728506134117,1.782695697526214
22000,discrete_sac_std_cache,measured_full_horizon,10,1.5240036556810126,1.2657355920645994,1.7822717192974258
22500,discrete_sac_std_cache,measured_full_horizon,10,1.527998977185843,1.2693034291049452,1.786694525266741
23000,discrete_sac_std_cache,measured_full_horizon,10,1.5286822581277295,1.2692992217221608,1.7880652945332982
23500,discrete_sac_std_cache,measured_full_horizon,10,1.5286673712103833,1.2703457837655736,1.786988958655193
24000,discrete_sac_std_cache,measured_full_horizon,10,1.5290045261085485,1.2720192395723067,1.7859898126447904
24500,discrete_sac_std_cache,measured_full_horizon,10,1.530637115924096,1.274188097574405,1.7870861342737867
25000,discrete_sac_std_cache,measured_full_horizon,10,1.5301091329649155,1.2731154137308462,1.7871028521989847
25500,discrete_sac_std_cache,measured_full_horizon,10,1.5289209197959384,1.27210445807158,1.7857373815202968
26000,discrete_sac_std_cache,measured_full_horizon,10,1.5294540039415179,1.2738885532720403,1.7850194546109954
500,daoc_paper,measured_full_horizon,10,1.126411505974019,0.9923156187978216,1.2605073931502164
1000,daoc_paper,measured_full_horizon,10,1.024611600261585,0.8814352621071815,1.1677879384159886
1500,daoc_paper,measured_full_horizon,10,0.9525038240375261,0.8132259414584149,1.0917817066166373
2000,daoc_paper,measured_full_horizon,10,0.9267474949577359,0.7948912779988941,1.0586037119165776
2500,daoc_paper,measured_full_horizon,10,0.8944479150192048,0.7766961954112719,1.0121996346271378
3000,daoc_paper,measured_full_horizon,10,0.8702379195352121,0.7680873381540784,0.9723885009163459
3500,daoc_paper,measured_full_horizon,10,0.8875721152213749,0.7790719675903236,0.9960722628524262
4000,daoc_paper,measured_full_horizon,10,0.8785748403222369,0.7796633882650876,0.9774862923793861
4500,daoc_paper,measured_full_horizon,10,0.8775234490849158,0.7686453881312665,0.986401510038565
5000,daoc_paper,measured_full_horizon,10,0.8708335058633917,0.7357210658424747,1.0059459458843087
5500,daoc_paper,measured_full_horizon,10,0.7546928655236069,0.6085403113684106,0.9008454196788033
6000,daoc_paper,measured_full_horizon,10,0.7472422490381951,0.6026902928779561,0.8917942051984342
6500,daoc_paper,measured_full_horizon,10,0.7506685446131168,0.6032707668119462,0.8980663224142874
7000,daoc_paper,measured_full_horizon,10,0.7481805727154006,0.602267314901626,0.8940938305291752
7500,daoc_paper,measured_full_horizon,10,0.7413384823282207,0.5914665230604793,0.8912104415959622
8000,daoc_paper,measured_full_horizon,10,0.732843541170154,0.5821900438885896,0.8834970384517185
8500,daoc_paper,measured_full_horizon,10,0.7278126846560671,0.5803644498403199,0.8752609194718143
9000,daoc_paper,measured_full_horizon,10,0.728151699769394,0.5797603247173253,0.8765430748214627
9500,daoc_paper,measured_full_horizon,10,0.722778355186223,0.5729175127083912,0.8726391976640548
10000,daoc_paper,measured_full_horizon,10,0.7146597290426342,0.5632537165919671,0.8660657414933013
10500,daoc_paper,measured_full_horizon,10,0.714591408762469,0.5659533465448356,0.8632294709801023
11000,daoc_paper,measured_full_horizon,10,0.7148262532799466,0.5655881504004507,0.8640643561594425
11500,daoc_paper,measured_full_horizon,10,0.7119098145976137,0.5624378611045684,0.861381768090659
12000,daoc_paper,measured_full_horizon,10,0.7114129724272026,0.5612138343410524,0.8616121105133527
12500,daoc_paper,measured_full_horizon,10,0.7099690228666404,0.5581726911786882,0.8617653545545927
13000,daoc_paper,measured_full_horizon,10,0.7116099295739475,0.5593294057178673,0.8638904534300278
13500,daoc_paper,measured_full_horizon,10,0.7109435283996246,0.5584668177458842,0.863420239053365
14000,daoc_paper,measured_full_horizon,10,0.71015568690089,0.5586304980502177,0.8616808757515624
14500,daoc_paper,measured_full_horizon,10,0.7098780209557771,0.5584354442384756,0.8613205976730787
15000,daoc_paper,measured_full_horizon,10,0.7111813552147054,0.561734457789704,0.8606282526397068
15500,daoc_paper,measured_full_horizon,10,0.7084651855392927,0.5585276175881827,0.8584027534904027
16000,daoc_paper,measured_full_horizon,10,0.7077084042397237,0.5591170852642429,0.8562997232152045
16500,daoc_paper,measured_full_horizon,10,0.706869170771575,0.5577286634167912,0.8560096781263588
17000,daoc_paper,measured_full_horizon,10,0.7081480548270442,0.5586647076430682,0.8576314020110203
17500,daoc_paper,measured_full_horizon,10,0.7085868374704868,0.5581881342475337,0.8589855406934399
18000,daoc_paper,measured_full_horizon,10,0.7099606817710533,0.5597133048074172,0.8602080587346894
18500,daoc_paper,measured_full_horizon,10,0.7106544283233455,0.5609555037464226,0.8603533529002684
19000,daoc_paper,measured_full_horizon,10,0.7086907117094519,0.5579425059811419,0.8594389174377618
19500,daoc_paper,measured_full_horizon,10,0.7087135841992094,0.5575977659326904,0.8598294024657284
20000,daoc_paper,measured_full_horizon,10,0.7093687572756051,0.5585617504899633,0.860175764061247
20500,daoc_paper,measured_full_horizon,10,0.7096129393994142,0.5588221260206092,0.8604037527782191
21000,daoc_paper,measured_full_horizon,10,0.7085940686803991,0.5577942030234848,0.8593939343373134
21500,daoc_paper,measured_full_horizon,10,0.707805238950558,0.556929567325102,0.858680910576014
22000,daoc_paper,measured_full_horizon,10,0.7078580991484473,0.5566413078895663,0.8590748904073283
22500,daoc_paper,measured_full_horizon,10,0.7060989710232644,0.5550760863002333,0.8571218557462954
23000,daoc_paper,measured_full_horizon,10,0.7068236321032069,0.5567039347487482,0.8569433294576655
23500,daoc_paper,measured_full_horizon,10,0.7084195215138541,0.5581995190520392,0.858639523975669
24000,daoc_paper,measured_full_horizon,10,0.7075718322084963,0.5573510936590818,0.8577925707579108
24500,daoc_paper,measured_full_horizon,10,0.7075696216703344,0.5586684752719724,0.8564707680686965
25000,daoc_paper,measured_full_horizon,10,0.7076173788642922,0.5581290544566792,0.8571057032719053
25500,daoc_paper,measured_full_horizon,10,0.7080351705131507,0.5580622841106042,0.8580080569156971
26000,daoc_paper,measured_full_horizon,10,0.707856038927491,0.5577096225399514,0.8580024553150307
500,daoc_our_coord_cache,measured_full_horizon,10,0.4977502813532248,0.40259605003759164,0.5929045126688579
1000,daoc_our_coord_cache,measured_full_horizon,10,0.44042183230508164,0.3472000000502047,0.5336436645599586
1500,daoc_our_coord_cache,measured_full_horizon,10,0.4143630725247441,0.32751606255580595,0.5012100824936823
2000,daoc_our_coord_cache,measured_full_horizon,10,0.39359695243874177,0.3072198385282746,0.4799740663492089
2500,daoc_our_coord_cache,measured_full_horizon,10,0.3795871839662042,0.29502530474576183,0.4641490631866466
3000,daoc_our_coord_cache,measured_full_horizon,10,0.37336518504604027,0.289472003591209,0.45725836650087154
3500,daoc_our_coord_cache,measured_full_horizon,10,0.3600916922260115,0.2783841080527818,0.4417992763992412
4000,daoc_our_coord_cache,measured_full_horizon,10,0.3499015839856567,0.2645029570598108,0.43530021091150256
4500,daoc_our_coord_cache,measured_full_horizon,10,0.3408477940415833,0.2534009335984022,0.42829465448476434
5000,daoc_our_coord_cache,measured_full_horizon,10,0.3348692319195616,0.24724181277604074,0.42249665106308243
5500,daoc_our_coord_cache,measured_full_horizon,10,0.3285536896701894,0.24548815515459005,0.4116192241857887
6000,daoc_our_coord_cache,measured_full_horizon,10,0.32744551823088647,0.24776670496826245,0.40712433149351046
6500,daoc_our_coord_cache,measured_full_horizon,10,0.31626266118821095,0.2325164665010182,0.4000088558754037
7000,daoc_our_coord_cache,measured_full_horizon,10,0.31228097437518265,0.2279868632015102,0.3965750855488551
7500,daoc_our_coord_cache,measured_full_horizon,10,0.3093101128439112,0.22622248986794213,0.39239773581988024
8000,daoc_our_coord_cache,measured_full_horizon,10,0.3033782167378748,0.21952519678153354,0.38723123669421605
8500,daoc_our_coord_cache,measured_full_horizon,10,0.29750144690561825,0.21536030378187937,0.37964259002935713
9000,daoc_our_coord_cache,measured_full_horizon,10,0.2948426940093139,0.2142124116565034,0.3754729763621244
9500,daoc_our_coord_cache,measured_full_horizon,10,0.29906233487890144,0.21917304480964683,0.37895162494815604
10000,daoc_our_coord_cache,measured_full_horizon,10,0.2932909611655125,0.21107552612710445,0.37550639620392057
10500,daoc_our_coord_cache,measured_full_horizon,10,0.2877471342187094,0.20438653080502175,0.371107737632397
11000,daoc_our_coord_cache,measured_full_horizon,10,0.28468668584526624,0.2033106493918857,0.3660627222986468
11500,daoc_our_coord_cache,measured_full_horizon,10,0.2814729909371774,0.20044367709689825,0.3625023047774566
12000,daoc_our_coord_cache,measured_full_horizon,10,0.27624442070742633,0.19284448442385388,0.3596443569909988
12500,daoc_our_coord_cache,measured_full_horizon,10,0.2749060163361752,0.19372864690208683,0.35608338577026355
13000,daoc_our_coord_cache,measured_full_horizon,10,0.27557312069050427,0.19609660041590402,0.3550496409651045
13500,daoc_our_coord_cache,measured_full_horizon,10,0.27673702807391126,0.19750464122522232,0.3559694149226002
14000,daoc_our_coord_cache,measured_full_horizon,10,0.27800589927500907,0.19988619921406026,0.3561255993359579
14500,daoc_our_coord_cache,measured_full_horizon,10,0.27624122309615184,0.19935744569425656,0.3531250004980471
15000,daoc_our_coord_cache,measured_full_horizon,10,0.27536296567378044,0.1985749344800471,0.3521509968675138
15500,daoc_our_coord_cache,measured_full_horizon,10,0.27528541730567624,0.19655295176639168,0.35401788284496083
16000,daoc_our_coord_cache,measured_full_horizon,10,0.27488953036911645,0.1973053099123211,0.3524737508259118
16500,daoc_our_coord_cache,measured_full_horizon,10,0.2732662156190055,0.19525659941757836,0.35127583182043265
17000,daoc_our_coord_cache,measured_full_horizon,10,0.27254492460064966,0.19461901665180675,0.3504708325494926
17500,daoc_our_coord_cache,measured_full_horizon,10,0.2727222483555306,0.19453684261115467,0.35090765409990654
18000,daoc_our_coord_cache,measured_full_horizon,10,0.27325447619136994,0.19565581317387193,0.35085313920886796
18500,daoc_our_coord_cache,measured_full_horizon,10,0.272777003803947,0.19529556921315364,0.35025843839474036
19000,daoc_our_coord_cache,measured_full_horizon,10,0.27356877585463624,0.19602578243044982,0.35111176927882265
19500,daoc_our_coord_cache,measured_full_horizon,10,0.27321285043380605,0.19596443039233333,0.35046127047527875
20000,daoc_our_coord_cache,measured_full_horizon,10,0.2727855970985863,0.19576837810597936,0.34980281609119324
20500,daoc_our_coord_cache,measured_full_horizon,10,0.2728172595893359,0.19558228360764285,0.35005223557102894
21000,daoc_our_coord_cache,measured_full_horizon,10,0.27271726773473504,0.19506370992091457,0.3503708255485555
21500,daoc_our_coord_cache,measured_full_horizon,10,0.2728760813101006,0.1944343054910722,0.351317857129129
22000,daoc_our_coord_cache,measured_full_horizon,10,0.2731619389556385,0.1948529747355126,0.3514709031757644
22500,daoc_our_coord_cache,measured_full_horizon,10,0.2726018387270136,0.19400992361063368,0.3511937538433935
23000,daoc_our_coord_cache,measured_full_horizon,10,0.27250042992472717,0.19432565742334085,0.3506752024261135
23500,daoc_our_coord_cache,measured_full_horizon,10,0.2726223718724793,0.19462696537214622,0.3506177783728124
24000,daoc_our_coord_cache,measured_full_horizon,10,0.2736026639705849,0.19511829479637005,0.3520870331447998
24500,daoc_our_coord_cache,measured_full_horizon,10,0.2731341814600959,0.19421848841214784,0.3520498745080439
25000,daoc_our_coord_cache,measured_full_horizon,10,0.2723577314350437,0.19358870648457072,0.3511267563855167
25500,daoc_our_coord_cache,measured_full_horizon,10,0.27279358542427534,0.19389285432907166,0.351694316519479
26000,daoc_our_coord_cache,measured_full_horizon,10,0.272495111359316,0.1935403040204256,0.35144991869820635
500,coord_cache_discrete_sac,measured_full_horizon,10,0.5933921638514864,0.4970151450075882,0.6897691826953846
1000,coord_cache_discrete_sac,measured_full_horizon,10,0.5067766650872607,0.41263937075126,0.6009139594232614
1500,coord_cache_discrete_sac,measured_full_horizon,10,0.48918398054415935,0.3992862072730715,0.5790817538152472
2000,coord_cache_discrete_sac,measured_full_horizon,10,0.4808464856183864,0.3920538974680212,0.5696390737687516
2500,coord_cache_discrete_sac,measured_full_horizon,10,0.47536098881550826,0.3873799747457624,0.5633420028852542
3000,coord_cache_discrete_sac,measured_full_horizon,10,0.4716047183163773,0.3841805051682242,0.5590289314645304
3500,coord_cache_discrete_sac,measured_full_horizon,10,0.4713966837956477,0.3826391018521852,0.5601542657391102
4000,coord_cache_discrete_sac,measured_full_horizon,10,0.47050278400814366,0.3822280014657966,0.5587775665504907
4500,coord_cache_discrete_sac,measured_full_horizon,10,0.4701413249765059,0.3819999956358779,0.558282654317134
5000,coord_cache_discrete_sac,measured_full_horizon,10,0.4712863846205521,0.38193836502519485,0.5606344042159094
5500,coord_cache_discrete_sac,measured_full_horizon,10,0.47062280284730773,0.38154221964791196,0.5597033860467036
6000,coord_cache_discrete_sac,measured_full_horizon,10,0.4708917563995759,0.38266647912678375,0.5591170336723681
6500,coord_cache_discrete_sac,measured_full_horizon,10,0.4714401899658104,0.38261225588784975,0.560268124043771
7000,coord_cache_discrete_sac,measured_full_horizon,10,0.4721681879526149,0.3836190357755493,0.5607173401296806
7500,coord_cache_discrete_sac,measured_full_horizon,10,0.47314030688674774,0.3840556781298683,0.5622249356436272
8000,coord_cache_discrete_sac,measured_full_horizon,10,0.473741699171616,0.3843872061260982,0.5630961922171338
8500,coord_cache_discrete_sac,measured_full_horizon,10,0.47335164415654474,0.3841683472175823,0.5625349410955072
9000,coord_cache_discrete_sac,measured_full_horizon,10,0.4751688534016122,0.3854194537303366,0.5649182530728878
9500,coord_cache_discrete_sac,measured_full_horizon,10,0.4755455073301274,0.38590834332771384,0.565182671332541
10000,coord_cache_discrete_sac,measured_full_horizon,10,0.4755550742687267,0.3860871773622772,0.5650229711751762
10500,coord_cache_discrete_sac,measured_full_horizon,10,0.4770794384169049,0.3872581490317882,0.5669007278020216
11000,coord_cache_discrete_sac,measured_full_horizon,10,0.4769890894181872,0.3874450348678037,0.5665331439685707
11500,coord_cache_discrete_sac,measured_full_horizon,10,0.47870391412449037,0.3886585077087885,0.5687493205401922
12000,coord_cache_discrete_sac,measured_full_horizon,10,0.47870993282955787,0.38878822152620435,0.5686316441329113
12500,coord_cache_discrete_sac,measured_full_horizon,10,0.4792567452963115,0.3898095216081602,0.5687039689844628
13000,coord_cache_discrete_sac,measured_full_horizon,10,0.4796438042165986,0.39041547140615473,0.5688721370270424
13500,coord_cache_discrete_sac,measured_full_horizon,10,0.4800461350375178,0.3908914599139226,0.569200810161113
14000,coord_cache_discrete_sac,measured_full_horizon,10,0.48014962144214773,0.3922496678684349,0.5680495750158606
14500,coord_cache_discrete_sac,measured_full_horizon,10,0.48110598464305604,0.3923582447733034,0.5698537245128087
15000,coord_cache_discrete_sac,measured_full_horizon,10,0.4819651717094987,0.3931133536024246,0.5708169898165728
15500,coord_cache_discrete_sac,measured_full_horizon,10,0.48205037299032816,0.39373457283942453,0.5703661731412317
16000,coord_cache_discrete_sac,measured_full_horizon,10,0.48178758896972307,0.39405068355323475,0.5695244943862114
16500,coord_cache_discrete_sac,measured_full_horizon,10,0.48194437728695283,0.39370308753654665,0.5701856670373591
17000,coord_cache_discrete_sac,measured_full_horizon,10,0.48327699153200576,0.39463602653136975,0.5719179565326418
17500,coord_cache_discrete_sac,measured_full_horizon,10,0.48294161813280445,0.3946126714737771,0.5712705647918318
18000,coord_cache_discrete_sac,measured_full_horizon,10,0.48444532046470085,0.3966819802092199,0.5722086607201817
18500,coord_cache_discrete_sac,measured_full_horizon,10,0.4851877504014702,0.3972292144183161,0.5731462863846244
19000,coord_cache_discrete_sac,measured_full_horizon,10,0.4844380433571878,0.3961708629650824,0.5727052237492932
19500,coord_cache_discrete_sac,measured_full_horizon,10,0.48555220506047575,0.3976732646105588,0.5734311455103928
20000,coord_cache_discrete_sac,measured_full_horizon,10,0.48423738698872115,0.39617080100909857,0.5723039729683437
20500,coord_cache_discrete_sac,measured_full_horizon,10,0.48651046735704295,0.3979862467036583,0.5750346880104277
21000,coord_cache_discrete_sac,measured_full_horizon,10,0.4857784437295655,0.39762568216640004,0.573931205292731
21500,coord_cache_discrete_sac,measured_full_horizon,10,0.4866012336789568,0.39880560266156506,0.5743968646963485
22000,coord_cache_discrete_sac,measured_full_horizon,10,0.4867956411107497,0.3987479138814243,0.5748433683400751
22500,coord_cache_discrete_sac,measured_full_horizon,10,0.48675701374466707,0.3984845127087792,0.575029514780555
23000,coord_cache_discrete_sac,measured_full_horizon,10,0.4872496740255226,0.39950472834244405,0.5749946197086011
23500,coord_cache_discrete_sac,measured_full_horizon,10,0.48757748931703554,0.3995569779431658,0.5755980006909053
24000,coord_cache_discrete_sac,measured_full_horizon,10,0.4869051513915467,0.3992799142637513,0.5745303885193421
24500,coord_cache_discrete_sac,measured_full_horizon,10,0.48750567564908565,0.39949264177871185,0.5755187095194595
25000,coord_cache_discrete_sac,measured_full_horizon,10,0.48871484660436615,0.40062562796011497,0.5768040652486173
25500,coord_cache_discrete_sac,measured_full_horizon,10,0.48835919304053277,0.40057308990754315,0.5761452961735224
26000,coord_cache_discrete_sac,measured_full_horizon,10,0.48826752754192304,0.4010297485925467,0.5755053064912994
500,lean_our,measured_full_horizon,10,0.419629469451416,0.32401779262842456,0.5152411462744074
1000,lean_our,measured_full_horizon,10,0.2699717682369808,0.18434593127673105,0.3555976051972306
1500,lean_our,measured_full_horizon,10,0.24333459402241572,0.16343339957368486,0.3232357884711466
2000,lean_our,measured_full_horizon,10,0.23450862497192201,0.15850162601236661,0.3105156239314774
2500,lean_our,measured_full_horizon,10,0.2317526251109653,0.15541914301664483,0.3080861072052858
3000,lean_our,measured_full_horizon,10,0.23139753042332703,0.15472424451637926,0.3080708163302748
3500,lean_our,measured_full_horizon,10,0.22932773965202108,0.1528205956199153,0.30583488368412687
4000,lean_our,measured_full_horizon,10,0.22905318075037612,0.1512784498955768,0.3068279116051754
