episode,method,seed_count,smoothed_mean,ci95_lower,ci95_upper
720,dqn_wdsa_std_cache,10,1.3452187528373827,1.151358838988155,1.5390786666866103
725,dqn_wdsa_std_cache,10,1.3440275697686546,1.1514328542107468,1.5366222853265623
730,dqn_wdsa_std_cache,10,1.3434529409030636,1.1521398968305023,1.5347659849756248
735,dqn_wdsa_std_cache,10,1.342283294074625,1.1516475661247272,1.5329190220245228
740,dqn_wdsa_std_cache,10,1.3423616588903242,1.1533952373659375,1.531328080414711
745,dqn_wdsa_std_cache,10,1.3414012470590002,1.1540737120879752,1.5287287820300253
750,dqn_wdsa_std_cache,10,1.3402281248820138,1.1537943669011146,1.526661882862913
755,dqn_wdsa_std_cache,10,1.3383443649604063,1.1537021623242052,1.5229865675966074
760,dqn_wdsa_std_cache,10,1.338263360287931,1.1549742070598383,1.5215525135160237
765,dqn_wdsa_std_cache,10,1.337047530902482,1.154489455445068,1.5196056063598962
770,dqn_wdsa_std_cache,10,1.3360970595458774,1.1547995283489525,1.5173945907428024
775,dqn_wdsa_std_cache,10,1.335330546676737,1.1552960379356538,1.51536505541782
780,dqn_wdsa_std_cache,10,1.333962976308743,1.1549549741595908,1.5129709784578953
785,dqn_wdsa_std_cache,10,1.3317862040049697,1.1540940327982985,1.509478375211641
790,dqn_wdsa_std_cache,10,1.3313038296724655,1.1539105842234385,1.5086970751214925
795,dqn_wdsa_std_cache,10,1.3302217284800233,1.1545008188007908,1.5059426381592558
800,dqn_wdsa_std_cache,10,1.3286040297475972,1.154369552763884,1.5028385067313104
805,dqn_wdsa_std_cache,10,1.3277429659587603,1.15472055477155,1.5007653771459706
810,dqn_wdsa_std_cache,10,1.326827792567251,1.1544710591139642,1.4991845260205376
815,dqn_wdsa_std_cache,10,1.3265031988273583,1.155002509237061,1.4980038884176556
820,dqn_wdsa_std_cache,10,1.3253181060324706,1.1546130500204899,1.4960231620444513
825,dqn_wdsa_std_cache,10,1.325209940617667,1.155362747177625,1.4950571340577088
830,dqn_wdsa_std_cache,10,1.325198508029645,1.1560377330463085,1.4943592830129813
835,dqn_wdsa_std_cache,10,1.3255701907181094,1.1571305670955234,1.4940098143406955
840,dqn_wdsa_std_cache,10,1.3259521713115394,1.1575924807314681,1.4943118618916107
845,dqn_wdsa_std_cache,10,1.3258232756594543,1.1580208905385259,1.4936256607803828
850,dqn_wdsa_std_cache,10,1.3262323341980295,1.1584764500659412,1.4939882183301179
855,dqn_wdsa_std_cache,10,1.3268776511709361,1.1590954416441455,1.4946598606977268
860,dqn_wdsa_std_cache,10,1.3262753940408296,1.1591617065668294,1.4933890815148299
865,dqn_wdsa_std_cache,10,1.3262096304706679,1.1595823307727935,1.4928369301685422
870,dqn_wdsa_std_cache,10,1.3258655253433234,1.1592576465495084,1.4924734041371384
875,dqn_wdsa_std_cache,10,1.3254446089864682,1.159294030061644,1.4915951879112923
880,dqn_wdsa_std_cache,10,1.325726706631864,1.159967260343179,1.4914861529205492
885,dqn_wdsa_std_cache,10,1.3263481613579313,1.1610484846783897,1.491647838037473
890,dqn_wdsa_std_cache,10,1.3266269771815267,1.161089403062897,1.4921645513001562
895,dqn_wdsa_std_cache,10,1.327127361950499,1.1616197548807448,1.4926349690202534
900,dqn_wdsa_std_cache,10,1.3273026702287898,1.1618641177337807,1.4927412227237988
905,dqn_wdsa_std_cache,10,1.3256951970004116,1.1605588567907195,1.4908315372101038
910,dqn_wdsa_std_cache,10,1.3242148479510258,1.1599215289355724,1.4885081669664793
915,dqn_wdsa_std_cache,10,1.321682954506722,1.1578500656630306,1.4855158433504132
920,dqn_wdsa_std_cache,10,1.3184949248744633,1.1555158653946123,1.4814739843543143
925,dqn_wdsa_std_cache,10,1.3166909986512425,1.1540225591735573,1.4793594381289277
930,dqn_wdsa_std_cache,10,1.3137291016992223,1.1512009120817734,1.4762572913166712
935,dqn_wdsa_std_cache,10,1.3115117151669484,1.1491223240364008,1.473901106297496
940,dqn_wdsa_std_cache,10,1.3085916072523687,1.146938474396495,1.4702447401082424
945,dqn_wdsa_std_cache,10,1.306883076815067,1.1457638526221199,1.468002301008014
950,dqn_wdsa_std_cache,10,1.3049103611516668,1.1444675079819628,1.4653532143213708
955,dqn_wdsa_std_cache,10,1.3035247389360505,1.14348902896536,1.4635604489067409
960,dqn_wdsa_std_cache,10,1.3013329564985296,1.1420010312972035,1.4606648816998558
965,dqn_wdsa_std_cache,10,1.2998544222984878,1.1409545183523602,1.4587543262446154
970,dqn_wdsa_std_cache,10,1.2976869116977143,1.1393867169980754,1.4559871063973533
975,dqn_wdsa_std_cache,10,1.295970237541267,1.1379008983648247,1.4540395767177092
980,dqn_wdsa_std_cache,10,1.2938926568827556,1.1364915949927445,1.4512937187727666
985,dqn_wdsa_std_cache,10,1.2913782002805927,1.1345785533587653,1.44817784720242
990,dqn_wdsa_std_cache,10,1.2891910591898825,1.1326007773594933,1.4457813410202718
995,dqn_wdsa_std_cache,10,1.2864679427632983,1.1302996933608311,1.4426361921657656
1000,dqn_wdsa_std_cache,10,1.2843849406323775,1.1282916872523256,1.4404781940124294
1005,dqn_wdsa_std_cache,10,1.282555001435781,1.1272387637860777,1.4378712390854842
1010,dqn_wdsa_std_cache,10,1.2810173121256052,1.126044050335551,1.4359905739156593
1015,dqn_wdsa_std_cache,10,1.2793532627977062,1.1245455589965099,1.4341609665989026
1020,dqn_wdsa_std_cache,10,1.2775795054318668,1.1232873228504272,1.4318716880133064
1025,dqn_wdsa_std_cache,10,1.2760862572392095,1.1217517361756233,1.4304207783027958
1030,dqn_wdsa_std_cache,10,1.2743525335102253,1.1202716811394153,1.4284333858810352
1035,dqn_wdsa_std_cache,10,1.2725331554068897,1.119191437124735,1.4258748736890445
1040,dqn_wdsa_std_cache,10,1.2708292579034715,1.1178455634045277,1.4238129524024152
1045,dqn_wdsa_std_cache,10,1.268939738343351,1.1165091169515424,1.4213703597351595
1050,dqn_wdsa_std_cache,10,1.267429275197586,1.115345629485285,1.419512920909887
1055,dqn_wdsa_std_cache,10,1.2661091967845084,1.11455883505725,1.4176595585117668
1060,dqn_wdsa_std_cache,10,1.2647322173765443,1.113301279916061,1.4161631548370275
1065,dqn_wdsa_std_cache,10,1.2626175466412688,1.1116643046523749,1.4135707886301627
1070,dqn_wdsa_std_cache,10,1.2612756167532222,1.110585795033058,1.4119654384733864
1075,dqn_wdsa_std_cache,10,1.2598160752445442,1.1099950088253159,1.4096371416637725
1080,dqn_wdsa_std_cache,10,1.2580875381236403,1.1089939226216157,1.4071811536256649
1085,dqn_wdsa_std_cache,10,1.2564631747207682,1.1073834632427826,1.4055428861987538
1090,dqn_wdsa_std_cache,10,1.2547615539083627,1.105856717066651,1.4036663907500746
1095,dqn_wdsa_std_cache,10,1.2532721795077177,1.1045462197098914,1.401998139305544
1100,dqn_wdsa_std_cache,10,1.2515125247633714,1.10296572742509,1.4000593221016528
1105,dqn_wdsa_std_cache,10,1.2492350433860846,1.1014692802716355,1.3970008065005337
1110,dqn_wdsa_std_cache,10,1.2478520112280749,1.1003320875960334,1.3953719348601163
1115,dqn_wdsa_std_cache,10,1.2459253501232592,1.0987029184236181,1.3931477818229003
1120,dqn_wdsa_std_cache,10,1.244267835700319,1.0974262721703338,1.391109399230304
1125,dqn_wdsa_std_cache,10,1.2423772178544321,1.095771968065948,1.3889824676429163
1130,dqn_wdsa_std_cache,10,1.2404877012466753,1.0941255353790806,1.38684986711427
1135,dqn_wdsa_std_cache,10,1.2386049302654063,1.0925583641924084,1.3846514963384042
1140,dqn_wdsa_std_cache,10,1.2372865832369007,1.091478913133127,1.3830942533406743
1145,dqn_wdsa_std_cache,10,1.2344160236033868,1.0896482466448376,1.379183800561936
1150,dqn_wdsa_std_cache,10,1.2328764833204435,1.088540281308984,1.377212685331903
1155,dqn_wdsa_std_cache,10,1.2304452081865356,1.0865584970478825,1.3743319193251886
1160,dqn_wdsa_std_cache,10,1.2283911310329967,1.0851486729582216,1.3716335891077718
1165,dqn_wdsa_std_cache,10,1.2259369741344834,1.083686413649186,1.368187534619781
1170,dqn_wdsa_std_cache,10,1.2240185364886718,1.0823217575088206,1.3657153154685229
1175,dqn_wdsa_std_cache,10,1.2221017426722554,1.080787807083414,1.3634156782610967
1180,dqn_wdsa_std_cache,10,1.2202964546929491,1.0793788623391467,1.3612140470467515
1185,dqn_wdsa_std_cache,10,1.218260839622216,1.0772937267613365,1.3592279524830957
1190,dqn_wdsa_std_cache,10,1.2173412398152297,1.0757986977733376,1.3588837818571218
1195,dqn_wdsa_std_cache,10,1.2148746890282438,1.074099873844373,1.3556495042121146
1200,dqn_wdsa_std_cache,10,1.2128268763934025,1.0722956460418323,1.3533581067449727
1205,dqn_wdsa_std_cache,10,1.2123055162430076,1.0716779498020226,1.3529330826839927
1210,dqn_wdsa_std_cache,10,1.2114609101755651,1.0711689739205246,1.3517528464306057
1215,dqn_wdsa_std_cache,10,1.2114964747371153,1.071800945042209,1.3511920044320216
1220,dqn_wdsa_std_cache,10,1.2106829114241695,1.071095754980771,1.350270067867568
1225,dqn_wdsa_std_cache,10,1.2097726349194402,1.0705547774153639,1.3489904924235165
1230,dqn_wdsa_std_cache,10,1.2095441475832662,1.0698091753152252,1.3492791198513072
1235,dqn_wdsa_std_cache,10,1.208837640600432,1.0693698277936587,1.3483054534072052
1240,dqn_wdsa_std_cache,10,1.208248599414866,1.0690625350764162,1.3474346637533157
1245,dqn_wdsa_std_cache,10,1.2075024671644767,1.0680692439113522,1.3469356904176013
1250,dqn_wdsa_std_cache,10,1.2064543963293233,1.067366259854919,1.3455425328037276
1255,dqn_wdsa_std_cache,10,1.2066136137673458,1.0674100195199347,1.3458172080147568
1260,dqn_wdsa_std_cache,10,1.2050189994543694,1.0660757338577846,1.3439622650509542
1265,dqn_wdsa_std_cache,10,1.2046590245929012,1.0659921659433529,1.3433258832424495
1270,dqn_wdsa_std_cache,10,1.2040191224608878,1.0658144765280133,1.3422237683937623
1275,dqn_wdsa_std_cache,10,1.2032533801498464,1.0655270901585012,1.3409796701411916
1280,dqn_wdsa_std_cache,10,1.2030864698912958,1.065596434868965,1.3405765049136265
1285,dqn_wdsa_std_cache,10,1.2033514746718135,1.0656737679653772,1.3410291813782498
1290,dqn_wdsa_std_cache,10,1.202808480067006,1.0655146565718066,1.3401023035622055
1295,dqn_wdsa_std_cache,10,1.2022389600453176,1.0645889346403932,1.339888985450242
1300,dqn_wdsa_std_cache,10,1.201269875265674,1.0634866409273847,1.3390531096039635
1305,dqn_wdsa_std_cache,10,1.200309268722295,1.0623478185756285,1.3382707188689613
1310,dqn_wdsa_std_cache,10,1.1995020383235648,1.0610037933888126,1.338000283258317
1315,dqn_wdsa_std_cache,10,1.1990627872933892,1.0600753570946195,1.338050217492159
1320,dqn_wdsa_std_cache,10,1.1989255303624766,1.0588332533626872,1.339017807362266
1325,dqn_wdsa_std_cache,10,1.1985045253564006,1.057276541773192,1.3397325089396093
1330,dqn_wdsa_std_cache,10,1.1980304899922605,1.0561875617488852,1.3398734182356358
1335,dqn_wdsa_std_cache,10,1.1967794455629275,1.0540501771356143,1.3395087139902406
1340,dqn_wdsa_std_cache,10,1.1957487018500053,1.0523398722044224,1.3391575314955881
1345,dqn_wdsa_std_cache,10,1.1944386251645338,1.0503362614903362,1.3385409888387314
1350,dqn_wdsa_std_cache,10,1.192755976826875,1.0478859509020313,1.3376260027517186
1355,dqn_wdsa_std_cache,10,1.1918665087055749,1.0462604780062676,1.337472539404882
1360,dqn_wdsa_std_cache,10,1.1918263199450978,1.0452845747317854,1.3383680651584102
1365,dqn_wdsa_std_cache,10,1.1915316525023252,1.0431543161986812,1.3399089888059692
1370,dqn_wdsa_std_cache,10,1.1909013602233371,1.0419842722484818,1.3398184481981925
1375,dqn_wdsa_std_cache,10,1.1905144355486814,1.0406679702735149,1.340360900823848
1380,dqn_wdsa_std_cache,10,1.1893050132515277,1.038177077940183,1.3404329485628723
1385,dqn_wdsa_std_cache,10,1.1890515240669688,1.036342351713858,1.3417606964200797
1390,dqn_wdsa_std_cache,10,1.1885697622858038,1.0353047062182448,1.3418348183533628
1395,dqn_wdsa_std_cache,10,1.1870002097742223,1.0324547901012329,1.3415456294472117
1400,dqn_wdsa_std_cache,10,1.1857315624055051,1.0295072127396117,1.3419559120713986
1405,dqn_wdsa_std_cache,10,1.1864158142848082,1.0299283737146283,1.3429032548549882
1410,dqn_wdsa_std_cache,10,1.1873727158263605,1.030177646288374,1.344567785364347
1415,dqn_wdsa_std_cache,10,1.1890988561298153,1.0315364976133914,1.3466612146462391
1420,dqn_wdsa_std_cache,10,1.190457156443581,1.0322475301419884,1.3486667827451737
1425,dqn_wdsa_std_cache,10,1.1916165998221793,1.0326976679038509,1.3505355317405077
1430,dqn_wdsa_std_cache,10,1.1935016437146861,1.034002601239839,1.3530006861895334
1435,dqn_wdsa_std_cache,10,1.1944633738913453,1.0344998508330625,1.354426896949628
1440,dqn_wdsa_std_cache,10,1.1953844923326955,1.0347432984935458,1.3560256861718452
1445,dqn_wdsa_std_cache,10,1.1968524708658954,1.035897081324512,1.3578078604072787
1450,dqn_wdsa_std_cache,10,1.1975719944989243,1.0355619563490106,1.359582032648838
1455,dqn_wdsa_std_cache,10,1.1982212967326877,1.0355109839684824,1.360931609496893
1460,dqn_wdsa_std_cache,10,1.19886991493717,1.0352136783489383,1.3625261515254017
1465,dqn_wdsa_std_cache,10,1.199531565186017,1.0350511986765947,1.3640119316954393
1470,dqn_wdsa_std_cache,10,1.200615650744532,1.035255133293917,1.365976168195147
1475,dqn_wdsa_std_cache,10,1.2015542684249998,1.0354159996464327,1.3676925372035669
1480,dqn_wdsa_std_cache,10,1.2026730857425727,1.0361646482704145,1.3691815232147309
1485,dqn_wdsa_std_cache,10,1.2031804666499892,1.0357965604717267,1.3705643728282517
1490,dqn_wdsa_std_cache,10,1.2048149194125828,1.0365135224910853,1.3731163163340803
1495,dqn_wdsa_std_cache,10,1.206678258530263,1.0370915130598437,1.376265004000682
1500,dqn_wdsa_std_cache,10,1.2081638245474176,1.03760054662104,1.378727102473795
1505,dqn_wdsa_std_cache,10,1.2077732773760375,1.036655901335033,1.378890653417042
1510,dqn_wdsa_std_cache,10,1.2073364208375694,1.035303083118705,1.379369758556434
1515,dqn_wdsa_std_cache,10,1.2076065481760287,1.0349763142567636,1.3802367820952939
1520,dqn_wdsa_std_cache,10,1.2074631123369786,1.0342592276781906,1.3806669969957666
1525,dqn_wdsa_std_cache,10,1.2065800633293309,1.0338944631025715,1.3792656635560903
1530,dqn_wdsa_std_cache,10,1.2064294946196763,1.0327308225845013,1.3801281666548513
1535,dqn_wdsa_std_cache,10,1.206304305607254,1.0316983883037036,1.3809102229108043
1540,dqn_wdsa_std_cache,10,1.2056015855938713,1.0303519971154824,1.3808511740722602
1545,dqn_wdsa_std_cache,10,1.2053732767994094,1.0295256775261514,1.3812208760726674
1550,dqn_wdsa_std_cache,10,1.2048970294952817,1.0278996166344232,1.3818944423561401
1555,dqn_wdsa_std_cache,10,1.2041916127899914,1.0266366151360509,1.381746610443932
1560,dqn_wdsa_std_cache,10,1.2038118142783856,1.0256786250813617,1.3819450034754095
1565,dqn_wdsa_std_cache,10,1.2036715937431761,1.0242334760116463,1.383109711474706
1570,dqn_wdsa_std_cache,10,1.202888532659226,1.0219358534779217,1.3838412118405303
1575,dqn_wdsa_std_cache,10,1.202281272552207,1.0198958113734942,1.3846667337309198
1580,dqn_wdsa_std_cache,10,1.2015598406864993,1.0179807840101935,1.3851388973628052
1585,dqn_wdsa_std_cache,10,1.2012721270298719,1.0168507325338367,1.385693521525907
1590,dqn_wdsa_std_cache,10,1.2004471299176251,1.015302757791752,1.3855915020434983
1595,dqn_wdsa_std_cache,10,1.20012320880334,1.013972122157324,1.386274295449356
1600,dqn_wdsa_std_cache,10,1.1997618346182564,1.0124207967108083,1.3871028725257044
1605,dqn_wdsa_std_cache,10,1.2001448138672342,1.0110852847715845,1.3892043429628838
1610,dqn_wdsa_std_cache,10,1.1998415315493258,1.0093231438481878,1.3903599192504639
1615,dqn_wdsa_std_cache,10,1.1992678388802915,1.0076003423288213,1.3909353354317617
1620,dqn_wdsa_std_cache,10,1.1989552659250444,1.006053968843404,1.3918565630066848
1625,dqn_wdsa_std_cache,10,1.1982888368848283,1.0042393210882556,1.392338352681401
1630,dqn_wdsa_std_cache,10,1.1981960629097634,1.0029145795276668,1.39347754629186
1635,dqn_wdsa_std_cache,10,1.1982882226752511,1.0016859227018846,1.3948905226486177
1640,dqn_wdsa_std_cache,10,1.1987845733622398,1.0009829196713016,1.396586227053178
1645,dqn_wdsa_std_cache,10,1.1988353179420614,0.9991997661798113,1.3984708697043116
1650,dqn_wdsa_std_cache,10,1.1985114300748667,0.9977204633114172,1.3993023968383163
1655,dqn_wdsa_std_cache,10,1.1987096326096705,0.996633964668654,1.400785300550687
1660,dqn_wdsa_std_cache,10,1.1985237342705957,0.9955734909980232,1.4014739775431682
1665,dqn_wdsa_std_cache,10,1.1986130203323901,0.9943613881301353,1.402864652534645
1670,dqn_wdsa_std_cache,10,1.1985943364452116,0.9931494804972213,1.4040391923932019
1675,dqn_wdsa_std_cache,10,1.1983556580282722,0.9916386734923898,1.4050726425641547
1680,dqn_wdsa_std_cache,10,1.1987012116120925,0.9903125945720096,1.4070898286521756
1685,dqn_wdsa_std_cache,10,1.1984579275887395,0.9888028625316564,1.4081129926458227
1690,dqn_wdsa_std_cache,10,1.1975734929675377,0.9875055401103515,1.407641445824724
1695,dqn_wdsa_std_cache,10,1.1972863742585902,0.985955283161054,1.4086174653561265
1700,dqn_wdsa_std_cache,10,1.197687554184856,0.9850263570547331,1.4103487513149788
1705,dqn_wdsa_std_cache,10,1.197795099404317,0.9842163200000498,1.4113738788085841
1710,dqn_wdsa_std_cache,10,1.1973158251054796,0.9825228277599055,1.4121088224510536
1715,dqn_wdsa_std_cache,10,1.1962847228309204,0.9802291970769086,1.4123402485849321
1720,dqn_wdsa_std_cache,10,1.1953416662299352,0.9786721850498362,1.4120111474100343
1725,dqn_wdsa_std_cache,10,1.1948048123039618,0.9777155522953069,1.4118940723126168
1730,dqn_wdsa_std_cache,10,1.1939905448567418,0.976046239986536,1.4119348497269477
1735,dqn_wdsa_std_cache,10,1.1932273044940112,0.9743801192252455,1.4120744897627768
1740,dqn_wdsa_std_cache,10,1.19261359022739,0.9727201727315542,1.4125070077232258
1745,dqn_wdsa_std_cache,10,1.1921759563876342,0.9715761260764513,1.412775786698817
1750,dqn_wdsa_std_cache,10,1.1916306202223708,0.9700683420606702,1.4131928983840714
1755,dqn_wdsa_std_cache,10,1.1906473227670595,0.9681080924707759,1.4131865530633432
1760,dqn_wdsa_std_cache,10,1.1900118889836855,0.9667624338801444,1.4132613440872266
1765,dqn_wdsa_std_cache,10,1.1889172753351134,0.9655101636826154,1.4123243869876112
1770,dqn_wdsa_std_cache,10,1.1882771989125716,0.9642576381946912,1.4122967596304519
1775,dqn_wdsa_std_cache,10,1.18829206435957,0.9634591908543948,1.4131249378647452
1780,dqn_wdsa_std_cache,10,1.1873262957436832,0.9617812261905816,1.4128713652967848
1785,dqn_wdsa_std_cache,10,1.187023943099061,0.9613435117346836,1.4127043744634384
1790,dqn_wdsa_std_cache,10,1.185443871377749,0.9596228044367101,1.411264938318788
1795,dqn_wdsa_std_cache,10,1.1844301461530926,0.9582479581150136,1.4106123341911716
1800,dqn_wdsa_std_cache,10,1.1843258469121802,0.9573574181205791,1.4112942757037814
1805,dqn_wdsa_std_cache,10,1.1840580327754988,0.9563462842496872,1.4117697813013104
1810,dqn_wdsa_std_cache,10,1.1836778361782136,0.9554651547280971,1.41189051762833
1815,dqn_wdsa_std_cache,10,1.1820891930735373,0.9538743138695469,1.4103040722775277
1820,dqn_wdsa_std_cache,10,1.181142854562464,0.9530930179752573,1.4091926911496708
1825,dqn_wdsa_std_cache,10,1.1800261056340229,0.9522796990068596,1.4077725122611862
1830,dqn_wdsa_std_cache,10,1.1786065519058957,0.9507926333255795,1.406420470486212
1835,dqn_wdsa_std_cache,10,1.1780390575000597,0.9498311756652013,1.406246939334918
1840,dqn_wdsa_std_cache,10,1.1771851201550823,0.9491144099157356,1.405255830394429
1845,dqn_wdsa_std_cache,10,1.1765003192335441,0.948633011697427,1.4043676267696612
1850,dqn_wdsa_std_cache,10,1.1756915961009498,0.9483808268967698,1.4030023653051296
1855,dqn_wdsa_std_cache,10,1.1748713105574395,0.9472782802907502,1.4024643408241289
1860,dqn_wdsa_std_cache,10,1.1739369407670803,0.9463882687464303,1.4014856127877304
1865,dqn_wdsa_std_cache,10,1.1726289433245842,0.9461426565833233,1.3991152300658452
1870,dqn_wdsa_std_cache,10,1.1719433341970151,0.9451722551183137,1.3987144132757166
1875,dqn_wdsa_std_cache,10,1.1710559249093457,0.9439178872801668,1.3981939625385247
1880,dqn_wdsa_std_cache,10,1.17013231700424,0.9431697630939292,1.3970948709145508
1885,dqn_wdsa_std_cache,10,1.167765271395729,0.9414064899671871,1.3941240528242707
1890,dqn_wdsa_std_cache,10,1.1662521040836726,0.9398990355292036,1.3926051726381417
1895,dqn_wdsa_std_cache,10,1.1658015501837065,0.9395471099573065,1.3920559904101064
1900,dqn_wdsa_std_cache,10,1.1648112355843583,0.9389782824954118,1.3906441886733047
1905,dqn_wdsa_std_cache,10,1.1635099148405836,0.9377206563642657,1.3892991733169016
1910,dqn_wdsa_std_cache,10,1.1619158880642972,0.9369702201314766,1.3868615559971178
1915,dqn_wdsa_std_cache,10,1.1603691288572644,0.9352727829368362,1.3854654747776924
1920,dqn_wdsa_std_cache,10,1.1591444281060974,0.9338884663919754,1.3844003898202195
1925,dqn_wdsa_std_cache,10,1.1582562272685475,0.9328735795400313,1.3836388749970636
1930,dqn_wdsa_std_cache,10,1.1565071074330058,0.9312318441748957,1.3817823706911159
1935,dqn_wdsa_std_cache,10,1.1552361096600072,0.9300221785758842,1.3804500407441302
1940,dqn_wdsa_std_cache,10,1.1544542683993817,0.9293160215707218,1.3795925152280417
1945,dqn_wdsa_std_cache,10,1.1539881058869974,0.9286021955272818,1.379374016246713
1950,dqn_wdsa_std_cache,10,1.1533231845002696,0.9280290971436127,1.3786172718569265
1955,dqn_wdsa_std_cache,10,1.1516302722580278,0.9265526899268638,1.376707854589192
1960,dqn_wdsa_std_cache,10,1.1507170424277355,0.9260643509618415,1.3753697338936295
1965,dqn_wdsa_std_cache,10,1.1497446795540867,0.9247000375650115,1.3747893215431617
1970,dqn_wdsa_std_cache,10,1.1485736945963598,0.923380809389299,1.3737665798034207
1975,dqn_wdsa_std_cache,10,1.1479796740563288,0.9222348902789892,1.3737244578336685
1980,dqn_wdsa_std_cache,10,1.1475474077612424,0.921379075702936,1.373715739819549
1985,dqn_wdsa_std_cache,10,1.1464311432367695,0.9203307854730745,1.3725315010004646
1990,dqn_wdsa_std_cache,10,1.1452830409428727,0.9191667389544489,1.3713993429312965
1995,dqn_wdsa_std_cache,10,1.143480030327482,0.9174808764110134,1.3694791842439504
2000,dqn_wdsa_std_cache,10,1.142169548361513,0.9157280789324996,1.3686110177905266
2005,dqn_wdsa_std_cache,10,1.1414222926018982,0.9155729433697998,1.3672716418339967
2010,dqn_wdsa_std_cache,10,1.1404122662827794,0.9159302130977347,1.364894319467824
2015,dqn_wdsa_std_cache,10,1.1385354158114185,0.9155392524055566,1.3615315792172804
2020,dqn_wdsa_std_cache,10,1.1370875135421519,0.9160247258662667,1.358150301218037
2025,dqn_wdsa_std_cache,10,1.1360381000343487,0.9156826839951775,1.3563935160735199
2030,dqn_wdsa_std_cache,10,1.1345751496324474,0.9155938431294484,1.3535564561354465
2035,dqn_wdsa_std_cache,10,1.1331617800361709,0.9157764017358074,1.3505471583365343
