seed,method,phase,average_finish_time,p95_finish_time,waiting_latency,service_latency,cache_hit_rate,cache_remote_loading_rate
58,daoc_our_coord_cache,tail,0.3319783463448932,0.5629741549012149,0.15190078431086798,0.806962709620572,0.5039538745387454,0.49604612546125465
58,daoc_our_coord_cache,evaluation,0.3604726274149917,0.5487779412871453,0.11618450352471507,1.1601465462100817,0.2894200287356322,0.7105799712643678
58,lean_our,tail,0.26839269780684605,0.42825527550475395,0.1296484523267431,0.574139549831514,0.6602841328413285,0.3397158671586716
58,lean_our,evaluation,0.24902335452621369,0.3748041877429855,0.13328494883270253,0.5861103165696232,0.6483019540229885,0.35169804597701143
58,coord_cache_discrete_sac,tail,0.5584415188578503,0.7990458364117654,0.16666611875965381,1.4259199924596446,0.17793173431734316,0.8220682656826568
58,coord_cache_discrete_sac,evaluation,0.28909049435554246,0.43208700015444,0.13540291349704878,0.8526188708069519,0.4029079885057471,0.5970920114942528
58,discrete_sac_std_cache,tail,1.6828063758007492,2.525793760699433,0.17277359444188914,4.454869404769234,0.1601771217712177,0.8398228782287823
58,discrete_sac_std_cache,evaluation,1.1445739211116774,1.3769338094057089,0.11073218991097168,3.4400020911062343,0.24515761494252872,0.7548423850574713
59,daoc_paper,tail,0.5988167400078165,0.9808627022251968,0.11698751583809222,2.556704784701922,0.532434065934066,0.4675659340659341
59,daoc_paper,evaluation,0.8360848095321807,1.1419170737592237,0.1079162833467922,3.06176242946719,0.25768163793103444,0.7423183620689656
59,dqn_wdsa_std_cache,tail,1.5195078362181247,2.8561009561357116,0.08911183818642089,7.038392734419251,0.10966483516483519,0.8903351648351652
59,dqn_wdsa_std_cache,evaluation,1.583897671679245,1.8883585832640142,0.08958360675877129,7.80258005564203,0.0757514367816092,0.9242485632183909
59,daoc_our_coord_cache,tail,0.32361796282550626,1.2955272739889057,0.13141610517774405,1.727644700453559,0.5204615384615383,0.4795384615384615
59,daoc_our_coord_cache,evaluation,0.5586601596194524,0.692692691639688,0.13311658083427522,3.1991744788088305,0.3303412643678162,0.6696587356321839
59,lean_our,tail,0.22194461488010814,0.7084564257812008,0.12220391381895845,1.0313132036932195,0.7495366300366301,0.25046336996336993
59,lean_our,evaluation,0.32408609067980826,0.4805102004928481,0.12270445717336159,1.963036475733034,0.6576693103448277,0.3423306896551725
59,coord_cache_discrete_sac,tail,0.521796253550753,1.25971418586559,0.12480160806258463,2.247533401848008,0.18577106227106224,0.8142289377289379
59,coord_cache_discrete_sac,evaluation,0.43174601056012724,0.5937626582485946,0.12533485378354675,2.6155635735455123,0.5148709770114942,0.48512902298850585
